Entity;Cosine;Fuzzy;Human_TP
Perpetrator;1.0;1.0;1
Perpetrator;0.24234217405319214;0.0;1
Perpetrator;0.272733211517334;0.2962962962962963;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.18842744827270508;0.21052631578947367;1
Perpetrator;0.19824419915676117;0.23076923076923073;0
Perpetrator;1.0;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.19178694486618042;0.42105263157894735;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.3328302502632141;0.6666666666666667;0
Perpetrator;0.18257951736450195;0.1428571428571429;0
Mode of Demise;0.2680955231189728;0.41666666666666663;1
Mode of Demise;0.38447558879852295;0.33333333333333337;1
Mode of Demise;0.18780091404914856;0.16000000000000003;0
Mode of Demise;0.5206260681152344;0.15384615384615385;1
Mode of Demise;0.784954309463501;0.4444444444444444;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.31949731707572937;0.4705882352941176;0
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.30019819736480713;0.2222222222222222;0
Mode of Demise;1.0;1.0;1
Mode of Demise;0.5150606632232666;0.4705882352941176;1
Mode of Demise;0.5693966150283813;0.736842105263158;1
Mode of Demise;1.0;1.0;1
Mode of Demise;0.417042076587677;0.18181818181818177;0
Mode of Demise;0.15454234182834625;0.1428571428571429;1
Mode of Demise;0.2696302831172943;0.2962962962962963;0
Mode of Demise;0.7055266499519348;0.5161290322580645;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.1574394553899765;0.25;0
Mode of Demise;0.5693966150283813;0.736842105263158;1
Mode of Demise;0.24091194570064545;0.19047619047619047;0
Mode of Demise;0.46518674492836;0.41666666666666663;1
Mode of Demise;0.37347397208213806;0.33333333333333337;0
Mode of Demise;0.8268600702285767;0.631578947368421;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.23182937502861023;0.2222222222222222;0
Mode of Demise;0.39182138442993164;0.27450980392156865;1
Mode of Demise;0.3401884436607361;0.32432432432432434;0
Mode of Demise;0.7993144989013672;0.6153846153846154;1
Mode of Demise;0.44279807806015015;0.15384615384615385;0
Mode of Demise;0.2543213665485382;0.34285714285714286;1
Mode of Demise;0.15601690113544464;0.19999999999999996;1
Mode of Demise;0.2933180630207062;0.2857142857142857;0
Mode of Demise;0.6382582783699036;0.75;1
Mode of Demise;0.2761313021183014;0.25;0
Mode of Demise;0.16114471852779388;0.3571428571428571;1
Mode of Demise;0.9999999403953552;1.0;1
Mode of Demise;0.041550178080797195;0.2222222222222222;0
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;1.0;1.0;1
Mode of Demise;0.3910467326641083;0.1333333333333333;1
Mode of Demise;0.339847594499588;0.2545454545454545;0
Mode of Demise;0.2781354784965515;0.17142857142857137;0
Mode of Demise;0.7722687125205994;0.5454545454545454;1
