Entity;Cosine;Fuzzy;Human_TP
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.8843896389007568;0.875;1
Perpetrator;0.2090471386909485;0.36363636363636365;0
Perpetrator;1.0;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;0.272733211517334;0.2962962962962963;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.12206917256116867;0.3529411764705882;0
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.19178694486618042;0.42105263157894735;0
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.6878442764282227;0.6956521739130435;1
Mode of Demise;0.4519045054912567;0.24242424242424243;1
Mode of Demise;0.2647775411605835;0.26086956521739135;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.08804412186145782;0.36363636363636365;0
Mode of Demise;0.784954309463501;0.4444444444444444;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.1854768991470337;0.41379310344827597;1
Mode of Demise;0.31949731707572937;0.4705882352941176;0
Mode of Demise;0.5037234425544739;0.375;0
Mode of Demise;0.8357620239257812;0.653061224489796;1
Mode of Demise;0.15454234182834625;0.1428571428571429;1
Mode of Demise;0.4288780093193054;0.3793103448275862;1
Mode of Demise;0.5673871040344238;0.28205128205128205;1
Mode of Demise;0.5673871040344238;0.28205128205128205;1
Mode of Demise;1.0;1.0;1
Mode of Demise;0.4842008054256439;0.30000000000000004;1
Mode of Demise;0.17039676010608673;0.38095238095238093;1
Mode of Demise;0.43708422780036926;0.15384615384615385;1
Mode of Demise;0.7722687125205994;0.5454545454545454;1
Mode of Demise;0.3854449987411499;0.1333333333333333;1
Mode of Demise;0.17743989825248718;0.10526315789473684;0
Mode of Demise;0.04639241844415665;0.2666666666666667;1
Mode of Demise;0.25057366490364075;0.326530612244898;1
Mode of Demise;0.058261726051568985;0.2962962962962963;0
Mode of Demise;0.5583410263061523;0.5714285714285714;0
Mode of Demise;0.34124356508255005;0.3846153846153846;1
Mode of Demise;0.2761313021183014;0.25;1
Mode of Demise;0.4707184433937073;0.0;0
Mode of Demise;0.3717373311519623;0.2222222222222222;0
Mode of Demise;0.5992224812507629;0.33333333333333337;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.10950823873281479;0.36363636363636365;0
Mode of Demise;1.0;1.0;1
Mode of Demise;0.3910467326641083;0.1333333333333333;0
Mode of Demise;0.3731759190559387;0.25;0
Mode of Demise;0.1162552759051323;0.3529411764705882;0
Mode of Demise;0.6437900066375732;0.6206896551724138;1
Mode of Demise;0.881920337677002;0.75;1
